vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_name,playlist_id,curator,sequence_position,spotify_id,popularity,extraction_method,search_query,vibe_category_hint
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Chillin,Sineg,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 4.,,45,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,3,0AVjf7P0zyHVqb1viPhCvj,45,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Silent Solitary,Shin-Ski,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 5.,,47,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,4,5o2UxsSOrRKzun90mwDcFA,47,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",The Void,Wild Sonics,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 6.,,46,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,5,3aCpUauvzL2L4SjsEEmSFT,46,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Zealous,"Hewie Lou, Jason Masoud",From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 7.,,47,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,6,2bCj6NiPvikQpQ0CoKqWyQ,47,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",astral plane,The Aether,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 8.,,44,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,7,6gdrvTO9UXxMGocyovJoRv,44,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Walkin Around,Shin-Ski,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 9.,,45,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,8,2zVEFT2VTycprWwY1dydoV,45,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Radiant,lightheart,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 10.,,47,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,9,1NRy2hC0ospH2zbMrrnrm0,47,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Smoothie,SkiDs,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 11.,,42,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,10,3vwHmdxRSbOkdQF8rRcVGj,42,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Word Up,Shin-Ski,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 12.,,47,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,11,5HGbQXZ3huxeI3Jndy78Ub,47,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Enlight,"Devon Rea, Paklite, littlehouse",From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 13.,,42,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,12,5iJUhAVw8FGz4kW2qx85Z3,42,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Get Together,"Phlocalyst, Viktor Minsky",From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 14.,,54,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,13,7nNck2PhET9OK7epBKwhHz,54,spotify_playlist,productive work music,focus_study
,"productive work lofi 🍉 focus & study music - Chill lo-fi playlist upbeat Instrumentals jazz hip hop beats office background working studying coding reading exams 2025 adhd flow concentration state chilled lounge for daily stress relief songs =""s",Mindtrick,Shin-Ski,From Spotify playlist: productive work lofi 🍉 focus & study music (curated by Chill Select). Position 15.,,47,high,https://open.spotify.com/playlist/3cnkhyqinMpD5O6f6qh5l4,spotify,,,,,,productive work lofi 🍉 focus & study music,3cnkhyqinMpD5O6f6qh5l4,Chill Select,14,4UUSWceIzx6Me82aq07omp,47,spotify_playlist,productive work music,focus_study
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Voyager,Jo Blankenburg,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 1.,,34,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,0,3otymjQ9CiAXu4Ylkj7KIV,34,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Leviathan Lore,Christopher Marshall,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 2.,,26,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,1,3URLU2pMJkMS0cKcTWMCtN,26,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Through the Darkness,Audiomachine,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 3.,,39,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,2,2wRfaptMTn0Jm4UHKEN3jp,39,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",High Octane,Jo Blankenburg,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 4.,,24,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,3,6BIEdvSqoEVRWvPWaZ4Z1q,24,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Circles,"2WEI, Ali Christenhusz",From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 5.,,44,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,4,1XLnuijYj7FJtTPhCS2ULa,44,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Cosmic Frontier,Christopher Marshall,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 6.,,6,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,5,0j39PzkzIZUZgSMsCXPpAd,6,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Before The End,Twelve Titans Music,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 7.,,26,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,6,256gCmOip5yDgOe7PdBNkN,26,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Bound by Purpose,Twelve Titans Music,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 8.,,40,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,7,6evF0ypf3WAVLrdhliUKkQ,40,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Majestic,Mark Petrie,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 9.,,28,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,8,1DCMmhy2nLb2MZvXPNs5Xf,28,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Super Strength,Jo Blankenburg,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 10.,,21,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,9,5qteLCBYUxjeIjzXBVZshO,21,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Sorcerer's Symphony,Christopher Marshall,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 11.,,6,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,10,340qACaVMwA6K9n56dRQ2f,6,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Doomsday Weapon,Epic Score,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 12.,,19,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,11,1jvHnXSGBlaOHM9jTh6iBg,19,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Quantum Gate,"2WEI, Ali Christenhusz",From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 13.,,33,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,12,5T9Di422sVvtodMeDMl2WI,33,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Time,Hans Zimmer,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 14.,,73,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,13,6ZFbXIJkuI1dVNWvzJzown,73,spotify_playlist,epic cinematic,epic
,"Epic Cinematic Power 2025 - Your primary source for powerful epic music! A mix of soaring cinematic anthems, heart-pounding orchestral scores, and dramatic hybrid tracks. Updated Frequently. Epicore orchestra at its finest!",Faith,Colossal Trailer Music,From Spotify playlist: Epic Cinematic Power 2025 (curated by Christopher Marshall). Position 15.,,16,high,https://open.spotify.com/playlist/6Ogz7nHlyqvM7fF3MQuc6L,spotify,,,,,,Epic Cinematic Power 2025,6Ogz7nHlyqvM7fF3MQuc6L,Christopher Marshall,14,4WutEnTH4ICVj83NjCBjpI,16,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Freedom Fighters,"Thomas Bergersen, Two Steps from Hell","From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 1.",,1,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,0,1gjUBLiGk3MdFksH3aRMax,1,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Welcome To My Battlegrounds (Original),Tom Salta,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 2.",,39,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,1,1aQtqFfLUM70KDwcXzKCLO,39,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Road to Glory,Audiomachine,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 3.",,38,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,2,12kEjVpMMNtjsBrpMCckcz,38,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Live as Lions,"Glory Oath + Blood, Robert Leslie Bennett","From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 4.",,38,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,3,5GZAPSX6hdoURY23tBNjqB,38,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Unstoppable,E.S. Posthumus,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 5.",,42,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,4,1j9hygHMlSWI9PlopV0uqI,42,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",War Lord,2WEI,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 6.",,34,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,5,3U6GWBPVu76fCkIXWmYjRh,34,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",The Machination (ROGUE MIX),NINJA TRACKS,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 7.",,32,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,6,68KlqwpbXI56VHY3jAN06q,32,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Basalt,"The Hit House, Danail Getz","From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 8.",,31,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,7,5db08ntwrNs1z67wbu21BY,31,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P","Ten Years Kashmir Mvt. II (Kashmir Trailer Version_orch / Choir / Film Perc Mix) [feat. Daniel J Nielsen, Peter Scaturro & Nathan D Duvall]","Corner Stone Cues, Daniel J Nielsen, Peter Scaturro, Nathan D Duvall","From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 9.",,33,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,8,1er2mS1JKzNgntHc4AfWHb,33,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Assembly of Messengers,Immediate,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 10.",,28,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,9,2NUWiWGUfnWoiFQ54MmGLo,28,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Transformers Prime,"Brian Tyler, Transformers","From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 11.",,44,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,10,0EBl6YOS1XWsuCi3cXp8JS,44,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Dauntless,Audiomachine,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 12.",,43,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,11,4B2DCWTuhLUtHnKHeaFRQH,43,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Liberators,Epic Score,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 13.",,49,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,12,4jIn1jQ7Wm0CHBUpgKv9uG,49,spotify_playlist,epic cinematic,epic
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",Earth’s Ambassadors,Michael Curran,"From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 14.",,29,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,13,0kAvWY9HgTHsBmwhSsnucC,29,spotify_playlist,epic cinematic,epic
