vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_title,playlist_id,sequence_position,comment_contexts,video_url,extraction_method,search_query,vibe_category_hint
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",Yohei Kuriko x Pandora Journey [Epic Music - Epic Battle Orchestral Music],TWILIGHT PULSE,From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 8 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,7,0,https://youtube.com/watch?v=KPNOcT1g2tY,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",Yohei Kuriko X Pandora Journey [Epic Music - Majestic Powerful Orchestral],BEYOND THE VEIL,"From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 9 in sequence. Listener context: ""attack on Titan - Hiroyuki Sawano"" (5 likes)",Classical,5,high,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,8,1,https://youtube.com/watch?v=ATX6aD4gmMM,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",David Chappell [Epic Music - Epic Majestic Inspirational Orchestral Music],ARROW OF TIME,From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 10 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,9,0,https://youtube.com/watch?v=bFqMw8yxHVU,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",Cézame Trailers [Beautiful Epic Asian Fantasy Music],LEGENDS FROM ANOTHER TIME,From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 11 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,10,0,https://youtube.com/watch?v=wpRI3qOS3SI,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",@ShamStalin & Pandora Journey [Epic Orchestral Journey - Samurai Symphony],MOON BLADE,From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 12 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,11,0,https://youtube.com/watch?v=h7yw5uFik38,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",Epic Soul Factory [Epic Music - Powerful Heroic Strings Orchestral],UNSEEN RESOLVE,"From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 13 in sequence. Listener context: ""a warrior 💯"" (3 likes)",Classical,3,high,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,12,1,https://youtube.com/watch?v=l9u_ld3NiDs,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",Tonal Chaos Trailer Music [Epic Music - Dramatic Violin Strings Orchestral],"TILL THE END, TOGETHER",From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 14 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,13,0,https://youtube.com/watch?v=tPmCS04K_Gc,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,"★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey - Most Epic Music: Powerful, heroic tracks that hit hard and move fast or just have Aura. Epic Music with cinematic orchestral scoring ...",David Eman & Pandora Journey [Epic Electronic Orchestral Music],NEON DREAMS,"From YouTube playlist: ★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey. Position 15 in sequence. Listener context: ""absolutly epic and perfect"" (1 likes)",Classical,1,high,https://youtube.com/playlist?list=PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,youtube,,,,,,★ Best of Epic Music &amp; Dramatic Orchestral Music - Singles | Pandora Journey,PLrjo8kFr6wuyzLWEeqAGc6KMPWSWQsYy7,14,1,https://youtube.com/watch?v=JuNWV_qeksE,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Moonlight Sonata (FULL),Beethoven,From YouTube playlist: Overly dramatic classical music. Position 1 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,0,0,https://youtube.com/watch?v=4Tr0otuiQuU,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Lacrimosa,Mozart,From YouTube playlist: Overly dramatic classical music. Position 2 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,1,0,https://youtube.com/watch?v=k1-TrAvp_xs,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Valse Sentimentale,Tchaikovsky,From YouTube playlist: Overly dramatic classical music. Position 3 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,2,0,https://youtube.com/watch?v=rUuusqy50yk,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Nocturne op.9 No.2,Chopin,"From YouTube playlist: Overly dramatic classical music. Position 4 in sequence. Listener context: ""used when the funniest crap is about to happen or when ppl genuinely wanna relax"" (42 likes)",Hip-Hop,42,high,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,3,1,https://youtube.com/watch?v=9E6b3swbnWg,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Gnossienne No.3,Erik Satie,"From YouTube playlist: Overly dramatic classical music. Position 5 in sequence. Listener context: ""a walk in a cemetery, on a warm autumn's night"" (21 likes)",Classical,21,high,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,4,1,https://youtube.com/watch?v=3c_RU2NcJ9c,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,None But The Lonely Heart,Tchaikovsky,From YouTube playlist: Overly dramatic classical music. Position 7 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,6,0,https://youtube.com/watch?v=7PtIHBCuR-Q,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,"""Ständchen"" D957",Schubert,From YouTube playlist: Overly dramatic classical music. Position 9 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,8,0,https://youtube.com/watch?v=I6Njg1LFxFk,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Tina Guo,Sakura,From YouTube playlist: Overly dramatic classical music. Position 10 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,9,0,https://youtube.com/watch?v=sMo553kIMZ4,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Requiem,Mozart,From YouTube playlist: Overly dramatic classical music. Position 11 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,10,0,https://youtube.com/watch?v=Zi8vJ_lMxQI,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,O Fortuna ~ Carmina Burana,Carl Orff,From YouTube playlist: Overly dramatic classical music. Position 12 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,11,0,https://youtube.com/watch?v=GXFSK0ogeg4,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Tango (from Addam's Family Values) by Vic Mizzy & Marc Shaiman,Anja Bukovec,From YouTube playlist: Overly dramatic classical music. Position 13 in sequence.,Classical,0,medium,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,12,0,https://youtube.com/watch?v=a9vmvnTO-X8,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,Overly dramatic classical music,Ride of The Valkyries,Richard Wagner,"From YouTube playlist: Overly dramatic classical music. Position 14 in sequence. Listener context: ""in every piece of media ever produced"" (3865 likes)",Classical,3865,high,https://youtube.com/playlist?list=PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,youtube,,,,,,Overly dramatic classical music,PLJJD-R9Qm3X_y7iZWuuGLVRGQJHAnt2zd,13,1,https://youtube.com/watch?v=GGU1P6lBW6Q,youtube_playlist_with_comments,dramatic playlist,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,Main Title,From YouTube playlist: 1988 - Vibes Soundtrack. Position 1 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,0,0,https://youtube.com/watch?v=98ph-QPI5pA,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,Opening The Pyramid,From YouTube playlist: 1988 - Vibes Soundtrack. Position 2 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,1,0,https://youtube.com/watch?v=DT_qEK_rmIc,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,Andes Arrival,From YouTube playlist: 1988 - Vibes Soundtrack. Position 3 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,2,0,https://youtube.com/watch?v=CTe3dDoDpGE,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,Mountain Trek,From YouTube playlist: 1988 - Vibes Soundtrack. Position 4 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,3,0,https://youtube.com/watch?v=zYhfwWBk89M,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,The Secret Revealed,From YouTube playlist: 1988 - Vibes Soundtrack. Position 5 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,4,0,https://youtube.com/watch?v=v6Bibf8CGUY,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,The Lost City,From YouTube playlist: 1988 - Vibes Soundtrack. Position 6 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,5,0,https://youtube.com/watch?v=4BAWGxb5deQ,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,The Journey Begins,From YouTube playlist: 1988 - Vibes Soundtrack. Position 7 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,6,0,https://youtube.com/watch?v=S7LSYvX2mIo,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,Silvia's Vision,From YouTube playlist: 1988 - Vibes Soundtrack. Position 8 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,7,0,https://youtube.com/watch?v=6lo9UxSfqg0,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,James Horner - Vibes,End Title,From YouTube playlist: 1988 - Vibes Soundtrack. Position 9 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,8,0,https://youtube.com/watch?v=OWMYq6XfXBM,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,1988 - Vibes Soundtrack - Psychics hired to find lost temple...,Cyndi Lauper - Vibes,Hole In My Heart,From YouTube playlist: 1988 - Vibes Soundtrack. Position 10 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,youtube,,,,,,1988 - Vibes Soundtrack,PLH9C08qrQ7S4qjEFqIkTXxfUUXMzMfYZ5,9,0,https://youtube.com/watch?v=nxTb8Q_ZdnI,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,The Imitation Game,The Imitation Game Soundtrack,From YouTube playlist: Best movie soundtracks for studying. Position 1 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,0,0,https://youtube.com/watch?v=tyezUnJnYYQ,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,Ending Scene Music (The Cinematic Orchestra - Arrival of the birds),Theory of Everything,"From YouTube playlist: Best movie soundtracks for studying. Position 2 in sequence. Listener context: ""life flashing before someone's eyes"" (595 likes)",Various,595,high,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,1,1,https://youtube.com/watch?v=pZ3b1a2OnhQ,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,Harry Potter and the Deathly Hallows (soundtrack),"""Obliviate""",From YouTube playlist: Best movie soundtracks for studying. Position 3 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,2,0,https://youtube.com/watch?v=7RkRlgYGdbY,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,No Time For Caution (Interstellar Soundtrack)(Docking)(Interstellar OST),Hans Zimmer,"From YouTube playlist: Best movie soundtracks for studying. Position 4 in sequence. Listener context: ""that Hans Zimmer had to creat it without watching the movie"" (8735 likes)",Various,8735,high,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,3,1,https://youtube.com/watch?v=m3zvVGJrTP8,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,02 - Cloud Atlas Opening Title,Cloud Atlas,From YouTube playlist: Best movie soundtracks for studying. Position 5 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,4,0,https://youtube.com/watch?v=K8VpvncEuEg,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,03 - Travel To Edinburgh,Cloud Atlas,From YouTube playlist: Best movie soundtracks for studying. Position 6 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,5,0,https://youtube.com/watch?v=WVCTD4jYlS0,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,Needle In The Hay,15 Elliott Smith,From YouTube playlist: Best movie soundtracks for studying. Position 9 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,8,0,https://youtube.com/watch?v=Giv7YjbNeDc,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,These Days,06 Nico,From YouTube playlist: Best movie soundtracks for studying. Position 10 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,9,0,https://youtube.com/watch?v=xM-aVPfCcFQ,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,"South American Getaway (From ""Butch Cassidy and the Sundance Kid"")",London Music Works,"From YouTube playlist: Best movie soundtracks for studying. Position 13 in sequence. Listener context: ""Katharine Ross's beautiful smile"" (9 likes)",Various,9,high,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,12,2,https://youtube.com/watch?v=RlzNZ5oj3so,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,Mr. Sandman (lyrics in subtitle),Mr. Nobody,"From YouTube playlist: Best movie soundtracks for studying. Position 14 in sequence. Listener context: ""yesterday"" (3 likes)",Various,3,high,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,13,1,https://youtube.com/watch?v=PzXrYXR9kN4,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Best movie soundtracks for studying,Everyday (Mr. Nobody Soundtrack),Buddy Holly,From YouTube playlist: Best movie soundtracks for studying. Position 15 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,youtube,,,,,,Best movie soundtracks for studying,PLXEg1KA5o1XlTxYy2_rX72MiQcsJzqdHi,14,0,https://youtube.com/watch?v=ao-5mml5iEQ,youtube_playlist_with_comments,movie soundtrack vibes,epic
Epic/Cinematic,Classic Rock/Pop Songs | Epic Orchestra,Mr. Blue Sky | Epic Orchestra,Electric Light Orchestra,"From YouTube playlist: Classic Rock/Pop Songs | Epic Orchestra. Position 1 in sequence. Listener context: ""a movie"" (7 likes)",Rock,7,high,https://youtube.com/playlist?list=PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,youtube,,,,,,Classic Rock/Pop Songs | Epic Orchestra,PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,0,1,https://youtube.com/watch?v=ZmkVFqTvQjY,youtube_playlist_with_comments,orchestral epic songs,epic
Epic/Cinematic,Classic Rock/Pop Songs | Epic Orchestra,Angel Eyes | Epic Orchestra,ABBA,From YouTube playlist: Classic Rock/Pop Songs | Epic Orchestra. Position 2 in sequence.,Rock,0,medium,https://youtube.com/playlist?list=PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,youtube,,,,,,Classic Rock/Pop Songs | Epic Orchestra,PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,1,0,https://youtube.com/watch?v=kWl5fRmWTLw,youtube_playlist_with_comments,orchestral epic songs,epic
Epic/Cinematic,Classic Rock/Pop Songs | Epic Orchestra,Take Me Home Country Roads | Epic Orchestra,John Denver,From YouTube playlist: Classic Rock/Pop Songs | Epic Orchestra. Position 3 in sequence.,Rock,0,medium,https://youtube.com/playlist?list=PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,youtube,,,,,,Classic Rock/Pop Songs | Epic Orchestra,PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,2,0,https://youtube.com/watch?v=tBpjtja3i-0,youtube_playlist_with_comments,orchestral epic songs,epic
Epic/Cinematic,Classic Rock/Pop Songs | Epic Orchestra,Sweet Child O' Mine | Epic Orchestra,Guns N' Roses,"From YouTube playlist: Classic Rock/Pop Songs | Epic Orchestra. Position 4 in sequence. Listener context: ""reason why i become rocker"" (6 likes)",Rock,6,high,https://youtube.com/playlist?list=PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,youtube,,,,,,Classic Rock/Pop Songs | Epic Orchestra,PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,3,2,https://youtube.com/watch?v=7tDvUHxYrE8,youtube_playlist_with_comments,orchestral epic songs,epic
Epic/Cinematic,Classic Rock/Pop Songs | Epic Orchestra,Something | Epic Orchestra,The Beatles,"From YouTube playlist: Classic Rock/Pop Songs | Epic Orchestra. Position 5 in sequence. Listener context: ""definitely a hidden gem of the Beatles"" (25 likes)",Rock,25,high,https://youtube.com/playlist?list=PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,youtube,,,,,,Classic Rock/Pop Songs | Epic Orchestra,PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,4,1,https://youtube.com/watch?v=ZSsdsy94bPs,youtube_playlist_with_comments,orchestral epic songs,epic
Epic/Cinematic,Classic Rock/Pop Songs | Epic Orchestra,Take On Me | Epic Orchestra,A-ha,"From YouTube playlist: Classic Rock/Pop Songs | Epic Orchestra. Position 6 in sequence. Listener context: ""immortal"" (8 likes)",Rock,8,high,https://youtube.com/playlist?list=PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,youtube,,,,,,Classic Rock/Pop Songs | Epic Orchestra,PLOOGdk-ZpL_Gszy4kOHMQ_JS8ngbXg7D_,5,1,https://youtube.com/watch?v=do__j_J2Fro,youtube_playlist_with_comments,orchestral epic songs,epic
