vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_title,playlist_id,sequence_position,extraction_method,search_query,vibe_category_hint
,Songs About Rain,It's Raining Men,The Weather Girls,From YouTube playlist: Songs About Rain. Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,youtube,,,,,,Songs About Rain,PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,6,youtube_playlist,rainy day playlist,rainy_cozy
,Songs About Rain,It Will Rain - Lyrics,Bruno Mars,From YouTube playlist: Songs About Rain. Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,youtube,,,,,,Songs About Rain,PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,8,youtube_playlist,rainy day playlist,rainy_cozy
,Songs About Rain,Rainy Days And Mondays,Carpenters,From YouTube playlist: Songs About Rain. Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,youtube,,,,,,Songs About Rain,PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,10,youtube_playlist,rainy day playlist,rainy_cozy
,Songs About Rain,Raining On Sunday,Keith Urban,From YouTube playlist: Songs About Rain. Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,youtube,,,,,,Songs About Rain,PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,11,youtube_playlist,rainy day playlist,rainy_cozy
,Songs About Rain,Blue Eyes Crying In The Rain,Willie Nelson,From YouTube playlist: Songs About Rain. Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,youtube,,,,,,Songs About Rain,PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,12,youtube_playlist,rainy day playlist,rainy_cozy
,Songs About Rain,It Never Rains In Southern California (1973) HD 0815007,Albert Hammond,From YouTube playlist: Songs About Rain. Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,youtube,,,,,,Songs About Rain,PLFQYuOvxKiHcjUTA5cX2l1SPUtqtCSZci,13,youtube_playlist,rainy day playlist,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",BIRDS OF A FEATHER,Billie Eilish,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,0,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",See You Again ft. Charlie Puth  Furious 7 Soundtrack,Wiz Khalifa,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 2 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,1,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",SOMEBODY LOVES ME,PARTYNEXTDOOR,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 3 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,2,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",Sunflower,Post Malone & Swae Lee,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 4 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,3,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",WHEN HE'S GONE,PARTYNEXTDOOR,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 5 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,4,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",Mockingbird,Eminem,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 6 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,5,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",OMW,PARTYNEXTDOOR,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,6,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",In The Dark,Selena Gomez,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,8,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",lovely,"Billie Eilish, Khalid",From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,9,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",Changes,Charlie Puth,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,10,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",Perfect,Ed Sheeran,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,11,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,12,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",Night Changes,One Direction,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,13,youtube_playlist,cozy vibes music,rainy_cozy
,"Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) - Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025) If you liked this playlist, we recommend you ...",WILDFLOWER (BILLIE BY FINNEAS),Billie Eilish,From YouTube playlist: Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025). Position 15 in sequence.,,0,medium,https://youtube.com/playlist?list=PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,youtube,,,,,,Perfect Sunday Morning Songs - Cozy Sunday Chill Music Playlist (Updated 2025),PLQdn7YisXz3PVuntxWtNNhIXbpZQ2-fyP,14,youtube_playlist,cozy vibes music,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Memories,Maroon 5,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,0,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Never Want To Leave,FULLJOS Ft V*Kki,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 2 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,1,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Perfect,Ed Sheeran,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 3 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,2,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Someone You Loved,Lewis Capaldi,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 4 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,3,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,I Feel Free,FULLJOS feat. V*kki,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 5 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,4,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,A Thousand Years,Christina Perri,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 6 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,5,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Let's Be Friends,Carly Rae Jepsen,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,6,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,"Melodic Techno, Pt. 2",FULLJOS,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,8,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Sunset Lover,Petit Biscuit,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,9,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Somebody That I Used To Know (feat. Kimbra),Gotye,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,10,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Photograph,Ed Sheeran,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,11,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,Mariposa,Peach Tree Rascals,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,12,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,What If I Told You That I Love You,Ali Gatie,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,13,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records - Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records.,fear,gnash,From YouTube playlist: Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records. Position 15 in sequence.,,0,medium,https://youtube.com/playlist?list=PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,youtube,,,,,,Rainy Day Music Playlist: Perfect Songs for a Rainy Day (Updated 2020-2021)By Support Records,PLF-wnuO6nL6c7_AzW-Mof2hzNQqPRAjr-,14,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,Delicate (Sessions@AOL),Damien Rice,From YouTube playlist: Rainy mood songs. Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,0,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,8 AM Departure,The Perishers,From YouTube playlist: Rainy mood songs. Position 3 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,2,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,In The Blink Of An Eye,The Perishers,From YouTube playlist: Rainy mood songs. Position 4 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,3,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,The Blower's Daughter - Official Video,Damien Rice,From YouTube playlist: Rainy mood songs. Position 5 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,4,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,Just Surrender,STARFIELD,From YouTube playlist: Rainy mood songs. Position 6 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,5,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,Only Love,Ben Howard,From YouTube playlist: Rainy mood songs. Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,6,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,the perishers,nothing like you and i,From YouTube playlist: Rainy mood songs. Position 8 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,7,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,Nothing Left To Lose,Mat Kearney,From YouTube playlist: Rainy mood songs. Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,8,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,"Flightless Bird, American Mouth",Iron & Wine,From YouTube playlist: Rainy mood songs. Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,9,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,For Emma,Bon Iver,From YouTube playlist: Rainy mood songs. Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,10,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,In My Veins (Single),Andrew Belle,From YouTube playlist: Rainy mood songs. Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,11,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,Sim Sala Bim,Fleet Foxes,From YouTube playlist: Rainy mood songs. Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,12,youtube_playlist,rainy mood songs,rainy_cozy
,Rainy mood songs - Some songs that are greatly improve with some rain. http://www.rainymood.com/,I'll Try Anything Once (Somewhere),The Strokes,From YouTube playlist: Rainy mood songs. Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,youtube,,,,,,Rainy mood songs,PLWmKDEvqGtIMMR18mZMY2-g6xiJ4IMB1Z,13,youtube_playlist,rainy mood songs,rainy_cozy
,Epic Cinematic Music,Cinematic ✅ [NO COPYRIGHT BACKGROUND MUSIC] ✅,An Epic Story,From YouTube playlist: Epic Cinematic Music. Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PLRr76JhBkFwXVZXIb-ryBgCmc5_6lNh1f,youtube,,,,,,Epic Cinematic Music,PLRr76JhBkFwXVZXIb-ryBgCmc5_6lNh1f,0,youtube_playlist,epic cinematic music,epic
